LAPORAN HISTORIS PENGGUNAAN UTILITAS (LISTRIK DAN AIR)
Kawasan Industri Tunas Batam Centre
Periode Billing: Juni 2023 s/d Mei 2026

trx_id,tanggal,tenant_id,properti_id,pemakaian_listrik,pemakaian_air,service_charge_base
5044,2025-12-22,94,78,"20.802,78","1.222,43",10000000
5045,2025-12-22,95,85,"30.389,08",N/A,"Rp. 10.000.000,00"
5046,2025-12-25,96,39,"Rp. 25.522,63",2789.94,"Rp. 10.000.000,00"
5047,2025-12-25,97,325,"361,64","34,97",2500000
5048,2025-12-24,98,158,"18.339,90","1.939,03","Rp. 10.000.000,00"
5049,20/12/2025,99,288,"Rp. 935,99","25,99","Rp. 3.500.000,00"
5050,2025-12-21,100,14,"Rp. 30.881,02","1.861,99","Rp. 10.000.000,00"
5051,2025-12-22,101,202,"5.841,56","1.290,19",10000000
5052,2025-12-25,102,293,1952.58,"26,28","Rp. 2.500.000,00"
5053,2025-12-20,103,319,467.99,"77,42",1500000
5054,2025-12-21,104,236,11594.97,"2.554,52","Rp. 10.000.000,00"
5055,2025-12-25,105,65,29757.27,"2.003,59",7500000
5056,2025-12-24,106,34,"25.259,84","608,07","Rp. 5.000.000,00"
5057,2025-12-22,107,1,42130.46,2062.63,"Rp. 7.500.000,00"
5058,2025-12-21,108,252,"804,94","28,59","Rp. 2.500.000,00"
5059,2025-12-23,109,181,"Rp. 30.871,64",1407.57,"Rp. 10.000.000,00"
5060,2025-12-23,110,169,"29.157,59","1.732,13",5000000
5061,2025-12-24,111,204,"Rp. -39.661,60","813,02","Rp. 10.000.000,00"
5062,2025-12-25,112,312,"Rp. 1.802,11",N/A,2500000
5063,2025-12-20,113,38,"25.773,07","1.096,19",7500000
5064,2025-12-20,114,101,"15.271,69","1.483,85",10000000
5065,2025-12-25,115,260,"Rp. 357,37","28,61","Rp. 3.500.000,00"
5066,2025-12-20,116,183,"Rp. 5.809,51",,7500000
5067,2025-12-25,117,83,11081.62,N/A,"Rp. 10.000.000,00"
5068,2025-12-22,118,35,"6.605,25","635,38","Rp. 7.500.000,00"
5069,21/12/2025,119,123,33136.96,Rusak,"Rp. 7.500.000,00"
5070,23/12/2025,120,225,37828.9,"2.753,74",10000000
5071,2025-12-24,121,228,"36.357,49","1.635,24","Rp. 7.500.000,00"
5072,2025-12-21,122,120,30053.81,"2.742,62","Rp. 7.500.000,00"
5073,2025-12-20,123,129,30461.74,"1.837,09","Rp. 5.000.000,00"
5074,2025-12-24,124,217,"5.653,68","734,74","Rp. 5.000.000,00"
5075,2025-12-21,125,213,"270.857,23",1323.35,"Rp. 5.000.000,00"
5076,2025-12-24,126,304,626.6,"21,78","Rp. 2.500.000,00"
5077,2025-12-25,127,246,"34.242,62","1.954,90","Rp. 10.000.000,00"
5078,2025-12-20,128,307,"Rp. 1.996,97","37,77","Rp. 2.500.000,00"
5079,2025-12-24,129,33,"20.544,20","1.993,42","Rp. 10.000.000,00"
5080,2025-12-24,130,132,"11.812,63",1102.79,"Rp. 10.000.000,00"
5081,2025-12-20,131,173,"Rp. 24.884,52","874,73","Rp. 5.000.000,00"
5082,2025-12-23,132,113,"28.295,91","894,88","Rp. 10.000.000,00"
5083,2025-12-24,133,49,18244.13,"2.268,37","Rp. 7.500.000,00"
5084,2025-12-20,134,221,"Rp. -42.561,90",1814.86,"Rp. 7.500.000,00"
5085,2025-12-22,135,147,"Rp. 5.967,00","995,97","Rp. 5.000.000,00"
5086,2025-12-25,136,327,"Rp. 1.191,21",134.13,"Rp. 3.500.000,00"
5086,2025-12-24,137,77,30815.46,"2.332,39",5000000
5088,2025-12-24,138,283,"577,34",Tanpa Catatan,"Rp. 1.500.000,00"
5089,2025-12-22,139,220,"14.695,70",1629.76,5000000
5090,2025-12-20,140,211,"Rp. 32.148,09",1461.47,"Rp. 5.000.000,00"
5091,2025-12-23,141,272,795.26,"41,17","Rp. 1.500.000,00"
5092,2025-12-22,142,324,871.47,"99,05","Rp. 3.500.000,00"
5093,2025-12-24,143,239,"Rp. 8.474,58","2.818,52","Rp. 10.000.000,00"
5094,2025-12-21,144,240,"11.807,23","887,43",5000000
5095,2025-12-20,145,141,"31.043,82",,"Rp. 7.500.000,00"
5096,2025-12-20,146,20,"Rp. 6.503,48","1.722,91","Rp. 5.000.000,00"
5097,2025-12-24,147,149,"Rp. 22.193,72","2.193,98","Rp. 5.000.000,00"
5098,2025-12-21,148,111,"16.232,03","1.504,20","Rp. 7.500.000,00"
5099,2025-12-23,149,290,"1.397,85",143.04,2500000
5100,2025-12-25,150,226,"Rp. 39.252,28","1.038,93","Rp. 5.000.000,00"
5101,2025-12-20,118,188,"Rp. -43.260,87",1223.45,"Rp. 10.000.000,00"
5102,2025-12-23,145,178,29214.83,"1.486,51","Rp. 5.000.000,00"
5103,2025-12-23,26,133,33777.85,2111.12,"Rp. 10.000.000,00"
5103,2025-12-25,19,66,"9.271,92","1.607,73","Rp. 5.000.000,00"
5105,2025-12-23,138,274,"Rp. 641,13","52,81","Rp. 2.500.000,00"
5106,2025-12-24,55,209,"Rp. 22.222,86","602,55",5000000
5107,2025-12-23,130,216,"Rp. 23.253,20","2.018,50","Rp. 5.000.000,00"
5108,2025-12-20,68,182,Meteran Mati,1190.88,7500000
5109,2025-12-20,34,145,"13.114,69","520,05","Rp. 5.000.000,00"
5110,2025-12-23,90,110,33581.16,"2.739,01","Rp. 7.500.000,00"
5111,2025-12-24,18,135,"7.363,23","2.482,72",7500000
5111,2025-12-22,63,273,"Rp. 1.561,33",45.29,"Rp. 1.500.000,00"
5113,2025-12-22,95,64,"9.997,95","2.183,90","Rp. 5.000.000,00"
5114,2025-12-20,73,291,"Rp. 1.665,51","42,50","Rp. 3.500.000,00"
5115,2025-12-23,41,243,"26.337,88","1.915,19",10000000
5116,2026-01-24,1,45,"Rp. 43.289,04",,"Rp. 5.000.000,00"
5117,2026-01-22,2,99,"Rp. 40.607,90","1.915,80","Rp. 5.000.000,00"
5118,2026-01-20,3,185,"26.682,38","2.510,45","Rp. 5.000.000,00"
5119,2026-01-21,4,124,-28476.65,"647,34","Rp. 7.500.000,00"
5120,2026-01-21,5,122,13623.42,2817.46,5000000
5121,2026-01-21,6,168,"Rp. 21.008,83",1740.63,"Rp. 5.000.000,00"
5122,2026-01-25,7,270,"-1.170,24","69,73","Rp. 3.500.000,00"
5123,2026-01-22,8,10,"13.302,00",Tanpa Catatan,"Rp. 10.000.000,00"
5124,2026-01-21,9,289,927.66,"95,35","Rp. 3.500.000,00"
5125,2026-01-20,10,177,"8.890,01","1.865,41","Rp. 10.000.000,00"
5126,2026-01-21,11,198,"Rp. 13.361,92",1526.14,5000000
5127,2026-01-20,12,114,16779.77,2575.25,"Rp. 7.500.000,00"
5128,2026-01-23,13,4,34964.91,"2.011,79","Rp. 7.500.000,00"
5128,2026-01-20,14,52,"6.855,19","1.010,26","Rp. 10.000.000,00"
5130,2026-01-25,15,16,"42.496,28","668,13","Rp. 5.000.000,00"
5131,2026-01-24,16,90,"Rp. 10.213,56",2662.92,"Rp. 10.000.000,00"
5131,2026-01-22,17,210,8959.01,"1.868,13","Rp. 5.000.000,00"
5133,2026-01-20,18,86,"Rp. 13.929,27","1.191,69","Rp. 5.000.000,00"
5134,2026-01-22,19,116,16338.33,,"Rp. 10.000.000,00"
5135,25/01/2026,20,22,26368.91,"1.164,54","Rp. 7.500.000,00"
5136,2026-01-25,21,104,44673.21,"2.288,79","Rp. 7.500.000,00"
5137,25/01/2026,22,106,"Rp. 30.027,92","1.206,17","Rp. 10.000.000,00"
5138,2026-01-24,23,201,"Rp. 44.861,55","755,63",10000000
5139,2026-01-20,24,244,29331.88,2456.36,"Rp. 5.000.000,00"
5140,2026-01-20,25,62,"44.520,05","2.086,13","Rp. 10.000.000,00"
5141,2026-01-25,26,30,"29.278,49",2835.19,"Rp. 7.500.000,00"
5142,2026-01-25,27,127,"23.627,95",2188.23,"Rp. 7.500.000,00"
5143,2026-01-25,28,223,"10.122,40","1.626,22","Rp. 7.500.000,00"
5144,2026-01-21,29,73,"Rp. 22.565,75","1.356,96",7500000
5145,2026-01-24,30,46,8336.88,"1.652,53","Rp. 10.000.000,00"
5145,21/01/2026,31,322,-507.98,34.42,"Rp. 2.500.000,00"
5147,2026-01-24,32,175,-13952.68,836.58,"Rp. 7.500.000,00"
5148,2026-01-22,33,214,"Rp. 39.867,84","2.816,68","Rp. 7.500.000,00"
5149,2026-01-24,34,105,"Rp. 10.658,25","520,92",7500000
5149,2026-01-22,35,297,"483,82","78,92","Rp. 2.500.000,00"
5151,2026-01-25,36,96,-6874.38,"2.924,85","Rp. 5.000.000,00"
5152,24/01/2026,37,67,"Rp. 11.448,77","2.336,35","Rp. 7.500.000,00"
5153,2026-01-22,38,165,42159.81,2773.83,"Rp. 7.500.000,00"
5154,2026-01-24,39,249,35433.3,"1.829,46","Rp. 5.000.000,00"
5155,2026-01-20,40,200,"Rp. 15.898,44",1043.17,"Rp. 5.000.000,00"
5156,2026-01-21,41,79,"Rp. 23.446,79","2.212,62","Rp. 5.000.000,00"
5157,2026-01-24,42,284,"280.619,67","87,39","Rp. 3.500.000,00"
5158,2026-01-23,43,80,163456.26,"560,50","Rp. 5.000.000,00"
5159,20/01/2026,44,13,N/A,"2.610,04","Rp. 7.500.000,00"
5159,2026-01-24,45,311,267.94,"96,39",1500000
5161,2026-01-21,46,197,"Rp. 26.193,26","1.779,22",7500000
5162,2026-01-21,47,150,39611.23,"1.986,54","Rp. 10.000.000,00"
5163,2026-01-21,48,28,"34.774,35","628,18","Rp. 10.000.000,00"
5164,2026-01-22,49,82,"Rp. 38.764,57",2993.96,"Rp. 7.500.000,00"
5164,2026-01-22,50,100,Meteran Mati,"2.885,54","Rp. 5.000.000,00"
5166,2026-01-20,51,235,Meteran Mati,"2.800,04","Rp. 5.000.000,00"
5167,2026-01-21,52,11,"43.295,82","2.396,39","Rp. 5.000.000,00"
5168,2026-01-23,53,134,"40.124,68",523.31,"Rp. 5.000.000,00"
5169,2026-01-20,54,299,1367.09,"32,93","Rp. 1.500.000,00"
5169,2026-01-25,55,125,23525.63,"2.930,61",10000000
5171,2026-01-23,56,43,Meteran Mati,1464.66,"Rp. 10.000.000,00"
5172,2026-01-24,57,224,"21.864,38","2.597,74",10000000
5173,2026-01-24,58,300,"1.756,19",87.68,"Rp. 2.500.000,00"
5174,2026-01-25,59,112,17273.59,"2.139,90","Rp. 10.000.000,00"
5175,2026-01-20,60,121,"13.611,76","2.946,52","Rp. 5.000.000,00"
5176,2026-01-21,61,154,"12.416,49","2.803,77","Rp. 7.500.000,00"
5177,2026-01-24,62,253,-1125.57,75.16,"Rp. 2.500.000,00"
5178,20/01/2026,63,326,"233,12","58,72","Rp. 2.500.000,00"
5179,2026-01-21,64,131,"30.318,50","2.452,99","Rp. 5.000.000,00"
5180,2026-01-23,65,5,"Rp. 9.180,97","2.382,57","Rp. 5.000.000,00"
5181,2026-01-24,66,53,"5.363,38","1.024,48",10000000
5182,2026-01-25,67,313,"810,58","62,15","Rp. 3.500.000,00"
5183,2026-01-22,68,242,12886.92,2064.71,"Rp. 7.500.000,00"
5184,2026-01-23,69,74,"Rp. 11.819,92",,"Rp. 10.000.000,00"
5185,2026-01-21,70,219,"Rp. 25.351,57","1.738,69","Rp. 10.000.000,00"
5185,2026-01-24,71,6,24986.75,Tanpa Catatan,"Rp. 7.500.000,00"
5187,2026-01-20,72,321,"Rp. 802,00","37,74","Rp. 3.500.000,00"
5188,2026-01-21,73,271,"Rp. 669,78",,1500000
5189,2026-01-23,74,61,"23.062,04","910,31","Rp. 10.000.000,00"
5190,25/01/2026,75,136,Meteran Mati,1850.55,"Rp. 7.500.000,00"
5191,2026-01-21,76,139,"Rp. 30.354,44","596,49","Rp. 10.000.000,00"
5192,2026-01-22,77,265,"Rp. 1.722,24","55,12","Rp. 1.500.000,00"
5193,2026-01-21,78,126,"16.628,87","2.681,84",7500000
5193,2026-01-24,79,232,"Rp. 35.646,17","2.088,30","Rp. 10.000.000,00"
5195,2026-01-25,80,31,"Rp. 25.696,03","768,87",5000000
5196,2026-01-20,81,205,Rusak,"862,61",10000000
5197,2026-01-23,82,47,Rusak,2612.47,"Rp. 7.500.000,00"
5198,2026-01-22,83,222,"Rp. 9.085,32","862,51",7500000
5198,2026-01-22,84,3,"Rp. 16.786,35","1.146,86","Rp. 5.000.000,00"
5200,2026-01-23,85,157,20761.98,947.98,"Rp. 10.000.000,00"
5201,2026-01-23,86,160,"Rp. 37.540,24","2.834,98","Rp. 10.000.000,00"
5202,2026-01-21,87,203,"7.249,17",Rusak,"Rp. 10.000.000,00"
5203,2026-01-25,88,107,"Rp. 24.503,88",,5000000
5204,20/01/2026,89,153,"14.610,47","1.955,64","Rp. 10.000.000,00"
5205,2026-01-21,90,250,"9.704,11","2.249,11","Rp. 7.500.000,00"
5206,2026-01-25,91,48,"Rp. 38.639,76","1.481,23","Rp. 7.500.000,00"
5207,2026-01-25,92,212,"Rp. 31.326,75",1871.55,"Rp. 7.500.000,00"
5208,2026-01-23,93,172,"28.054,73","2.179,96","Rp. 7.500.000,00"
5209,2026-01-25,94,78,"Rp. 20.598,01","2.935,02","Rp. 7.500.000,00"
5210,2026-01-20,95,85,"19.955,93","821,96","Rp. 10.000.000,00"
5211,2026-01-21,96,39,41765.37,"1.102,24",5000000
5212,2026-01-21,97,325,-1790.74,"145,24","Rp. 2.500.000,00"
5213,2026-01-21,98,158,"5.926,72","2.176,80","Rp. 10.000.000,00"
5214,2026-01-22,99,288,"Rp. 454,98",N/A,"Rp. 1.500.000,00"
5215,2026-01-25,100,14,18309.63,"1.856,08","Rp. 5.000.000,00"
5216,2026-01-23,101,202,"Rp. 39.345,83","2.073,67","Rp. 5.000.000,00"
5217,2026-01-21,102,293,"1.112,28","73,99","Rp. 2.500.000,00"
5218,2026-01-20,103,319,"Rp. 874,98",55.11,"Rp. 2.500.000,00"
5219,2026-01-21,104,236,"19.328,11",610.66,"Rp. 10.000.000,00"
5220,2026-01-21,105,65,Rusak,"2.200,30",10000000
5221,2026-01-25,106,34,"40.820,70",1146.54,"Rp. 5.000.000,00"
5222,2026-01-23,107,1,23562.08,"2.946,84","Rp. 10.000.000,00"
5223,2026-01-22,108,252,"Rp. 1.027,60","50,62",1500000
5224,2026-01-23,109,181,"Rp. 27.341,54","1.845,05","Rp. 7.500.000,00"
5225,2026-01-25,110,169,"Rp. 38.383,39","1.172,60","Rp. 5.000.000,00"
5226,2026-01-25,111,204,"Rp. 9.594,74","1.425,85",7500000
5227,2026-01-20,112,312,"1.225,36","146,60","Rp. 3.500.000,00"
5228,2026-01-20,113,38,44231.24,"1.347,56","Rp. 10.000.000,00"
5229,2026-01-23,114,101,"-23.374,98","1.320,83","Rp. 5.000.000,00"
5230,2026-01-24,115,260,"930,19","99,48","Rp. 2.500.000,00"
5231,21/01/2026,116,183,Rusak,"2.219,53","Rp. 10.000.000,00"
5232,2026-01-22,117,83,13983.21,,"Rp. 5.000.000,00"
5233,2026-01-21,118,35,36108.0,"701,11","Rp. 7.500.000,00"
5233,2026-01-23,119,123,"Rp. 8.152,01","2.824,61","Rp. 5.000.000,00"
5235,2026-01-23,120,225,"38.514,89",N/A,"Rp. 5.000.000,00"
5236,2026-01-24,121,228,"11.898,32","708,54","Rp. 10.000.000,00"
5237,2026-01-21,122,120,"16.603,69",,5000000
5238,2026-01-21,123,129,"14.484,06",706.06,10000000
5239,2026-01-25,124,217,"20.637,79","2.864,07","Rp. 10.000.000,00"
5240,2026-01-21,125,213,"Rp. 10.885,11","2.486,42","Rp. 7.500.000,00"
5241,2026-01-25,126,304,"924,21","63,45","Rp. 3.500.000,00"
5242,2026-01-24,127,246,"11.753,89",2672.79,"Rp. 5.000.000,00"
5243,2026-01-25,128,307,"Rp. 1.450,43",,"Rp. 3.500.000,00"
5244,2026-01-20,129,33,"23.684,82","2.149,13","Rp. 5.000.000,00"
5245,2026-01-25,130,132,15634.56,N/A,"Rp. 7.500.000,00"
5246,2026-01-25,131,173,"33.021,45",2534.6,"Rp. 10.000.000,00"
5247,2026-01-22,132,113,"31.456,20","1.636,16",7500000
5248,2026-01-21,133,49,"Rp. -44.494,67",Tanpa Catatan,"Rp. 5.000.000,00"
5249,2026-01-25,134,221,"20.943,99","1.991,89","Rp. 5.000.000,00"
5250,2026-01-24,135,147,-41191.42,"1.339,42","Rp. 5.000.000,00"
5251,2026-01-21,136,327,Rusak,"69,23","Rp. 3.500.000,00"
5252,2026-01-23,137,77,"Rp. 9.605,43",,"Rp. 5.000.000,00"
5253,2026-01-25,138,283,644.73,"89,99","Rp. 2.500.000,00"
5253,2026-01-22,139,220,Rusak,"2.507,02",5000000
5255,2026-01-21,140,211,7209.82,2397.18,"Rp. 7.500.000,00"
5256,2026-01-25,141,272,"Rp. -1.488,09",,"Rp. 2.500.000,00"
5257,2026-01-23,142,324,"809,23",,"Rp. 3.500.000,00"
5258,2026-01-22,143,239,"28.076,24","1.948,62","Rp. 5.000.000,00"
5259,2026-01-20,144,240,"Rp. 43.238,84",1048.33,"Rp. 10.000.000,00"
5260,2026-01-23,145,141,31976.24,N/A,"Rp. 5.000.000,00"
5261,2026-01-21,146,20,"Rp. 44.780,10","2.418,68","Rp. 10.000.000,00"
5261,2026-01-24,147,149,14399.85,Rusak,"Rp. 10.000.000,00"
5263,2026-01-24,148,111,"Rp. 16.333,12",1307.87,"Rp. 7.500.000,00"
5264,2026-01-24,149,290,"1.788,66",63.29,"Rp. 2.500.000,00"
5265,2026-01-20,150,226,10172.06,"2.515,23","Rp. 7.500.000,00"
5266,2026-01-23,118,188,"34.416,69","1.756,29","Rp. 7.500.000,00"
5267,2026-01-21,145,178,"26.591,54","2.025,72","Rp. 5.000.000,00"
5268,2026-01-23,26,133,"43.528,47","2.948,03",7500000
5269,2026-01-22,19,66,"Rp. 27.816,80","525,40",7500000
5270,2026-01-23,138,274,Rusak,"93,53","Rp. 2.500.000,00"
5271,2026-01-25,55,209,Rusak,530.69,"Rp. 10.000.000,00"
5272,2026-01-21,130,216,"Rp. 41.812,73",,"Rp. 5.000.000,00"
5273,2026-01-23,68,182,"15.853,01","1.116,47","Rp. 7.500.000,00"
5274,2026-01-23,34,145,"33.467,69",1283.62,"Rp. 10.000.000,00"
5275,2026-01-24,90,110,33169.46,"1.586,52","Rp. 7.500.000,00"
5276,2026-01-21,18,135,"9.288,18",,"Rp. 7.500.000,00"
5277,2026-01-21,63,273,981.44,"140,88","Rp. 3.500.000,00"
5278,2026-01-20,95,64,"43.642,75","2.718,06","Rp. 10.000.000,00"
5279,2026-01-22,73,291,"Rp. 1.967,47","69,91","Rp. 1.500.000,00"
5280,2026-01-24,41,243,29612.53,"2.037,38",5000000
5281,2026-02-24,1,45,12710.55,1764.2,"Rp. 7.500.000,00"
5282,2026-02-25,2,99,"28.809,87","701,98","Rp. 7.500.000,00"
5283,2026-02-23,3,185,"Rp. 41.745,27","1.602,76","Rp. 5.000.000,00"
5284,2026-02-21,4,124,"Rp. 22.831,79","2.631,47",7500000
5285,2026-02-21,5,122,37640.41,"2.545,56","Rp. 7.500.000,00"
5286,24/02/2026,6,168,"Rp. 37.176,93","766,71","Rp. 5.000.000,00"
5287,2026-02-23,7,270,"1.007,63",58.19,2500000
5288,2026-02-21,8,10,"17.050,69","2.557,97","Rp. 5.000.000,00"
5289,2026-02-23,9,289,"Rp. 855,20","145,46",3500000
5290,2026-02-22,10,177,"-8.972,16","1.724,80","Rp. 10.000.000,00"
5291,22/02/2026,11,198,"Rp. 33.458,05","1.875,79","Rp. 5.000.000,00"
5292,2026-02-20,12,114,"40.259,58",Tanpa Catatan,7500000
5292,2026-02-21,13,4,"Rp. -32.356,64",1747.55,"Rp. 7.500.000,00"
5294,2026-02-25,14,52,"Rp. 17.792,71","976,40","Rp. 5.000.000,00"
5295,2026-02-21,15,16,"Rp. 44.146,59","610,50",5000000
5296,2026-02-21,16,90,"Rp. 8.518,75",2107.29,"Rp. 5.000.000,00"
5297,2026-02-25,17,210,"Rp. 18.733,52",2942.89,"Rp. 7.500.000,00"
5298,2026-02-25,18,86,"23.215,91","2.350,62","Rp. 7.500.000,00"
5299,2026-02-20,19,116,-24552.62,"879,34","Rp. 7.500.000,00"
5300,2026-02-22,20,22,"Rp. 19.794,24","2.568,69","Rp. 10.000.000,00"
5301,2026-02-21,21,104,"43.722,26",2122.49,"Rp. 5.000.000,00"
5302,2026-02-21,22,106,"369.056,16","926,61","Rp. 5.000.000,00"
5303,2026-02-21,23,201,"15.973,48","2.533,53","Rp. 5.000.000,00"
5304,2026-02-21,24,244,"22.926,83",2207.59,"Rp. 7.500.000,00"
5305,2026-02-25,25,62,"19.703,07","2.010,26",10000000
5306,2026-02-24,26,30,"Rp. 420.244,85","765,90","Rp. 5.000.000,00"
5307,2026-02-25,27,127,"9.323,44",959.59,"Rp. 7.500.000,00"
5308,2026-02-21,28,223,270583.25,"2.245,05","Rp. 5.000.000,00"
5309,2026-02-22,29,73,"14.029,61","2.266,55","Rp. 7.500.000,00"
5310,2026-02-21,30,46,"17.787,15","1.599,94","Rp. 5.000.000,00"
5310,2026-02-25,31,322,"Rp. 1.515,08","62,81","Rp. 3.500.000,00"
5312,2026-02-23,32,175,"Rp. 9.519,00","1.988,81","Rp. 10.000.000,00"
5313,2026-02-22,33,214,"Rp. -43.564,95","609,66","Rp. 10.000.000,00"
5314,2026-02-22,34,105,"38.707,75","1.172,61","Rp. 10.000.000,00"
5315,2026-02-22,35,297,"Rp. 621,35","83,63","Rp. 3.500.000,00"
5316,2026-02-22,36,96,21570.07,1075.97,"Rp. 7.500.000,00"
5317,2026-02-21,37,67,"42.897,55","1.643,59","Rp. 5.000.000,00"
5318,2026-02-20,38,165,"31.993,58","706,49","Rp. 10.000.000,00"
5319,2026-02-20,39,249,"Rp. 26.371,73",2974.57,"Rp. 7.500.000,00"
5320,2026-02-24,40,200,"16.139,87","814,88","Rp. 5.000.000,00"
5321,25/02/2026,41,79,"33.890,76","1.854,15","Rp. 5.000.000,00"
5322,2026-02-20,42,284,"Rp. 1.099,72","112,12","Rp. 1.500.000,00"
5323,2026-02-20,43,80,"Rp. 19.470,76",Tanpa Catatan,"Rp. 10.000.000,00"
5324,2026-02-23,44,13,"29.636,60",1754.97,"Rp. 7.500.000,00"
5325,2026-02-24,45,311,"Rp. -1.799,30","140,79","Rp. 2.500.000,00"
5326,2026-02-24,46,197,10859.77,"2.802,10","Rp. 5.000.000,00"
5327,2026-02-20,47,150,"Rp. 34.889,01","1.731,84","Rp. 7.500.000,00"
5328,2026-02-23,48,28,"Rp. 31.663,65","1.473,06","Rp. 7.500.000,00"
5329,2026-02-25,49,82,"32.920,90","873,61","Rp. 7.500.000,00"
5330,2026-02-22,50,100,"Rp. 16.731,62",932.48,"Rp. 5.000.000,00"
5331,2026-02-20,51,235,"Rp. 31.245,36",,"Rp. 5.000.000,00"
5332,2026-02-21,52,11,"35.578,44","1.125,04","Rp. 5.000.000,00"
5333,2026-02-21,53,134,"37.888,82","2.191,20","Rp. 5.000.000,00"
5334,2026-02-24,54,299,"766,14","86,76","Rp. 1.500.000,00"
5335,2026-02-21,55,125,"Rp. 17.888,79",Rusak,"Rp. 10.000.000,00"
5336,2026-02-23,56,43,"Rp. 37.165,41",636.35,"Rp. 7.500.000,00"
5337,2026-02-20,57,224,Rusak,"502,67",5000000
5338,2026-02-20,58,300,"1.438,56",132.23,"Rp. 2.500.000,00"
5339,2026-02-20,59,112,"Rp. 42.587,02","1.709,00",7500000
5340,2026-02-23,60,121,"Rp. 41.650,06",2119.13,"Rp. 7.500.000,00"
5341,2026-02-25,61,154,"15.468,94","2.373,03","Rp. 7.500.000,00"
5342,2026-02-20,62,253,"1.484,12",Tanpa Catatan,"Rp. 2.500.000,00"
5343,2026-02-25,63,326,"666,31",,1500000
5343,2026-02-25,64,131,"Rp. 35.782,57","1.644,47","Rp. 10.000.000,00"
5345,2026-02-21,65,5,"34.704,26","2.831,83","Rp. 7.500.000,00"
5346,2026-02-25,66,53,"Rp. 28.534,89",993.49,"Rp. 5.000.000,00"
5347,20/02/2026,67,313,"1.931,36",,"Rp. 1.500.000,00"
5348,2026-02-20,68,242,"Rp. 306.809,45","779,14",10000000
5349,2026-02-23,69,74,"Rp. 5.876,14","1.488,36","Rp. 5.000.000,00"
5350,2026-02-25,70,219,"Rp. 32.785,33","2.594,35","Rp. 7.500.000,00"
5351,2026-02-21,71,6,"Rp. 297.549,04","655,07","Rp. 7.500.000,00"
5352,2026-02-22,72,321,"Rp. 1.074,17","47,36","Rp. 3.500.000,00"
5353,2026-02-25,73,271,"377,08","136,81",3500000
5354,2026-02-22,74,61,"Rp. 32.291,78","919,29","Rp. 5.000.000,00"
5355,2026-02-24,75,136,"27.697,79","1.172,28","Rp. 10.000.000,00"
5356,2026-02-20,76,139,"Rp. 42.498,95","1.105,19",5000000
5357,2026-02-22,77,265,"1.702,74","22,55","Rp. 1.500.000,00"
5358,2026-02-25,78,126,6307.78,2865.32,"Rp. 7.500.000,00"
5359,20/02/2026,79,232,"Rp. 31.158,61",Rusak,"Rp. 10.000.000,00"
5360,2026-02-25,80,31,"18.229,25","703,90","Rp. 10.000.000,00"
5361,2026-02-20,81,205,9908.94,"894,54","Rp. 7.500.000,00"
5362,2026-02-23,82,47,"31.750,67","821,66",10000000
5363,2026-02-23,83,222,"40.103,01","1.489,99",10000000
5364,2026-02-21,84,3,"5.747,35","2.462,45","Rp. 7.500.000,00"
5365,2026-02-21,85,157,24477.64,"2.996,95","Rp. 10.000.000,00"
5366,2026-02-23,86,160,"Rp. 38.998,97",1636.44,"Rp. 7.500.000,00"
5367,2026-02-21,87,203,"18.537,33","1.440,62","Rp. 10.000.000,00"
5368,2026-02-21,88,107,"Rp. 10.500,94",1867.95,"Rp. 5.000.000,00"
5369,2026-02-24,89,153,11235.52,"1.892,71",10000000
5370,2026-02-20,90,250,"Rp. 44.972,88","2.671,92","Rp. 10.000.000,00"
5371,2026-02-24,91,48,"31.971,07",,7500000
5372,25/02/2026,92,212,"17.786,84",N/A,"Rp. 10.000.000,00"
5373,2026-02-23,93,172,"25.088,41",2296.63,"Rp. 7.500.000,00"
5374,2026-02-22,94,78,"Rp. 18.011,15","1.202,43",7500000
5375,2026-02-20,95,85,21689.07,"2.297,79","Rp. 10.000.000,00"
5376,2026-02-24,96,39,"5.151,60","1.169,49",5000000
5377,2026-02-23,97,325,"Rp. 164.602,53","86,30","Rp. 1.500.000,00"
5378,2026-02-20,98,158,"25.922,04",1079.97,"Rp. 10.000.000,00"
5379,2026-02-22,99,288,"325,49","124,99",1500000
5380,2026-02-20,100,14,"Rp. 12.233,43","1.164,91","Rp. 7.500.000,00"
5381,2026-02-22,101,202,29145.73,2884.17,"Rp. 5.000.000,00"
5382,2026-02-22,102,293,"729,03","147,67","Rp. 3.500.000,00"
5382,2026-02-24,103,319,1572.19,"112,36","Rp. 1.500.000,00"
5384,2026-02-20,104,236,"Rp. 22.984,79","1.000,95","Rp. 5.000.000,00"
5385,2026-02-25,105,65,"15.712,92","2.345,79","Rp. 10.000.000,00"
5386,2026-02-24,106,34,"21.777,33","1.274,45","Rp. 5.000.000,00"
5387,2026-02-21,107,1,"Rp. 38.417,87","2.741,90","Rp. 7.500.000,00"
5387,2026-02-22,108,252,1405.6,"115,15","Rp. 1.500.000,00"
5389,2026-02-21,109,181,"30.817,67","2.161,72",7500000
5390,2026-02-22,110,169,"Rp. 19.318,76",575.87,"Rp. 5.000.000,00"
5391,2026-02-20,111,204,"497.157,84","934,32","Rp. 5.000.000,00"
5392,2026-02-24,112,312,"433,77",111.32,"Rp. 2.500.000,00"
